3, 16, 4, 24834941
3, 16, 8, 24834956
3, 16, 16, 24834908
3, 256, 4, 24771252
3, 256, 8, 24771895
3, 256, 16, 24771942
3, 4096, 4, 24944384
3, 4096, 8, 24945929
3, 4096, 16, 24944279
6, 16, 4, 23013651
6, 16, 8, 23013461
6, 16, 16, 23013489
6, 256, 4, 23081596
6, 256, 8, 23081722
6, 256, 16, 23081895
6, 4096, 4, 23075536
6, 4096, 8, 23075584
6, 4096, 16, 23075646
9, 16, 4, 21397884
9, 16, 8, 21396414
9, 16, 16, 21395759
9, 256, 4, 21317226
9, 256, 8, 21317944
9, 256, 16, 21318030
9, 4096, 4, 21350603
9, 4096, 8, 21351212
9, 4096, 16, 21352354
