2, 16, 17460374
2, 64, 17460376
2, 256, 17460207
2, 1024, 17422261
2, 4096, 17422325
2, 16384, 17422430
2, 65536, 17460465
2, 262144, 17422359
2, 1048576, 17419370
2, 4194304, 17415818
4, 16, 16306199
4, 64, 16306185
4, 256, 16306172
4, 1024, 16313134
4, 4096, 16313112
4, 16384, 16313027
4, 65536, 16308491
4, 262144, 16312856
4, 1048576, 16281010
4, 4194304, 16058295
6, 16, 15335320
6, 64, 15335351
6, 256, 15335373
6, 1024, 15294325
6, 4096, 15294375
6, 16384, 15294392
6, 65536, 15335237
6, 262144, 15159483
6, 1048576, 12038896
6, 4194304, 10817389
8, 16, 14394252
8, 64, 14394255
8, 256, 14394284
8, 1024, 14368552
8, 4096, 14368653
8, 16384, 14368725
8, 65536, 14394201
8, 262144, 13241059
8, 1048576, 9613652
8, 4194304, 8512755
