10, 1, 26391939
10, 2, 23797308
10, 4, 23797273
10, 8, 23796418
10, 16, 21015439
10, 32, 20906957
10, 64, 20753791
10, 128, 20746404
10, 256, 20757459
10, 512, 20776067
10, 1024, 20765758
10, 2048, 20751557
10, 4096, 20745159
10, 8192, 20752693
10, 16384, 20739560
10, 32768, 20679105
10, 65536, 23722178
10, 131072, 11733978
10, 262144, 8615486
10, 524288, 7400831
10, 1048576, 6781255
10, 2097152, 6440425
10, 4194304, 6199111
12, 1, 26033200
12, 2, 23302783
12, 4, 23302682
12, 8, 23302572
12, 16, 18434130
12, 32, 18275337
12, 64, 18348077
12, 128, 18334594
12, 256, 18383924
12, 512, 18310858
12, 1024, 18329403
12, 2048, 18315917
12, 4096, 18323286
12, 8192, 18314579
12, 16384, 18308421
12, 32768, 18243401
12, 65536, 15790219
12, 131072, 9832361
12, 262144, 7381771
12, 524288, 6373319
12, 1048576, 5757354
12, 2097152, 5437531
12, 4194304, 5201841
