
runs
10, 3072, 7059799
10, 32768, 20967735
10, 4194304, 6619393
10, 51200, 7011949
10, 524288, 8567701
10, 65536, 23034069
10, 8192, 21028969
11, 10240, 6549766
11, 1024, 19319091
11, 1048576, 6991860
11, 131072, 12768181
11, 16384, 19350983
11, 20480, 6538739
11, 2048, 19365405
11, 2097152, 6408439
11, 245760, 6494074
11, 262144, 9340859
11, 3072, 6570664
11, 32768, 19313930
11, 4194304, 0
11, 51200, 6521591
11, 524288, 7872020
11, 65536, 22465120
11, 8192, 19368229
9, 10240, 7600158
9, 1024, 23031460
9, 1048576, 8789591
9, 131072, 16978626
9, 16384, 23052891
9, 20480, 7589096
9, 2048, 23164207
9, 2097152, 8027921
9, 245760, 7540709
9, 262144, 12060758
9, 3072, 7621707
9, 32768, 23046189
9, 4194304, 7524943
9, 51200, 7570467
9, 524288, 10097201
9, 65536, 23519085
9, 8192, 23062167
10, 128, 21070769
10, 16, 21538252
10, 1, 26470133
10, 256, 21009486
10, 2, 23033864
10, 32, 21270772
10, 4, 23034027
10, 512, 21055890
10, 64, 21111141
10, 8, 23034072
11, 128, 19384318
11, 16, 19586027
11, 1, 25843741
11, 256, 19343979
1, 128, 27549005
11, 2, 22488665
11, 32, 19221237
11, 4, 22488862
11, 512, 19364502
11, 64, 19365487
1, 16, 27546962
11, 8, 22488642
12, 128, 18409627
12, 16, 18601493
12, 1, 25923412
12, 256, 18394619
12, 2, 22029132
12, 32, 18318504
12, 4, 22029115
12, 512, 18420165
1, 256, 27549183
12, 64, 18411073
12, 8, 22029080
1, 32, 27546887
1, 4, 27545867
1, 512, 27546034
1, 64, 27547568
1, 8, 27565566
2, 128, 27549180
2, 16, 27551046
2, 1, 27548735
2, 256, 27548041
2, 2, 27545362
2, 32, 27551165
2, 4, 27549123
2, 512, 27547850
2, 64, 27547595
2, 8, 27547763
3, 128, 27546898
3, 16, 27546899
3, 1, 27551250
3, 256, 27547133
3, 2, 27547248
3, 32, 27547029
3, 4, 27547242
3, 512, 27547565
3, 64, 27546950
3, 8, 27546917
4, 128, 26823386
4, 16, 26823621
4, 1, 27547173
4, 256, 26823264
4, 2, 26823849
4, 32, 26827048
4, 4, 26823804
4, 512, 26724870
4, 64, 26823323
4, 8, 26823728
5, 128, 26021784
5, 16, 26022287
5, 1, 27550538
5, 256, 26076826
5, 2, 26022029
5, 32, 26021822
5, 4, 26022145
5, 512, 26034655
5, 64, 26021744
5, 8, 26022176
6, 1, 27547290
6, 128, 25390600
6, 16, 25391333
6, 256, 25390632
6, 2, 25391283
6, 32, 25390667
6, 4, 25391360
6, 512, 25455291
6, 64, 25390846
6, 8, 25391452
7, 128, 24644296
7, 16, 24646104
7, 1, 27545997
7, 256, 24702542
7, 2, 24646109
7, 32, 24643565
7, 4, 24646130
7, 512, 24739883
7, 64, 24644248
7, 8, 24646186
8, 128, 24079929
8, 16, 24084787
8, 1, 27139711
8, 256, 24132845
8, 2, 24092605
8, 32, 24082188
8, 4, 24092766
8, 512, 24134756
8, 64, 24080674
8, 8, 24092792
9, 128, 23193860
9, 16, 23426083
9, 1, 26891833
9, 256, 23090537
9, 2, 23515905
9, 32, 23367875
9, 4, 23516002
9, 512, 23041067
9, 64, 23240328
9, 8, 23515974

runs/hash-vlow-mem-ddb1dd3
10, 4, 23033710
11, 4, 22488571
12, 4, 22029111
1, 4, 27564551
2, 4, 27549165
3, 4, 27547240
4, 4, 26823812
5, 4, 26022178
6, 4, 25391335
7, 4, 24645988
8, 4, 24091511
9, 4, 23519191

runs/emem-3999462
1, 10240, 22897287
1, 1024, 27553400
1, 1048576, 27551673
1, 131072, 27554879
1, 16384, 27558191
1, 20480, 22888267
1, 2048, 27570751
1, 2097152, 27553838
1, 245760, 22870240
1, 262144, 27557338
1, 3072, 22882156
1, 32768, 27557883
1, 4000, 0
1, 4194304, 27558866
1, 51200, 22841071
1, 524288, 27558777
1, 65536, 27570531
1, 8192, 27558800

runs/fix-rows-emem-limited-range-bff968e
1, 10240, 22910543
1, 1024, 27563082
1, 1048576, 27561750
1, 131072, 27566498
1, 16384, 27558231
1, 20480, 22898462
1, 2048, 27571015
1, 2097152, 27559098
1, 245760, 22934950
1, 262144, 27570579
1, 3072, 22505083
1, 32768, 27556542
1, 4194304, 27557269
1, 51200, 22900541
1, 524288, 27555117
1, 65536, 27559961
1, 8192, 27554475

runs/non-atomic-3dd289c
1, 2048, 27556374
12, 2048, 12033823
16, 2048, 9605903
240, 2048, 2033024
24, 2048, 6825494
300, 2048, 2033263
30, 2048, 5617441
3, 10240, 18868805
3, 1024, 25974584
3, 11000, 18867672
3, 15000, 18873694
3, 20480, 18862728
3, 2048, 26183500
3, 245760, 18858442
3, 3000, 18871107
3, 3072, 18850377
3, 4000, 18862311
3, 4096, 27555308
3, 51200, 18865837
3, 6000, 18862306
3, 8192, 26152333
4, 2048, 23655699
45, 2048, 3898719
5, 2048, 21303898
60, 2048, 2986679
7, 2048, 17543056
75, 2048, 2420025
80, 2048, 2276364
8, 2048, 16096599
90, 2048, 2033046

runs/20me-b036c12
10, 2097152, 6868891
1, 1048576, 10860793
11, 2097152, 6335232
1, 2048, 10873797
1, 2097152, 10860754
12, 1048576, 6332527
12, 2048, 8130116
12, 262144, 7884891
12, 512, 8130111
1, 262144, 10862335
12, 65536, 8158798
12, 8192, 8130088
12, 8, 8158925
1, 512, 10873828
1, 65536, 10846805
1, 8192, 10873783
1, 8, 10846921
4, 1048576, 9910352
4, 2048, 9898755
4, 2097152, 9906027
4, 262144, 9910286
4, 512, 9898833
4, 65536, 9935319
4, 8192, 9898711
4, 8, 9935302
5, 2097152, 9626695
6, 2097152, 9380519
7, 2097152, 9027224
8, 1048576, 8772648
8, 2048, 8944771
8, 2097152, 8431537
8, 262144, 8887833
8, 512, 8944837
8, 65536, 8943589
8, 8192, 8944649
8, 8, 8923412
9, 2097152, 7819696
