
runs
5, 64, 17349615
5, 1024, 17382335
5, 8192, 17358322
5, 32768, 17358528
5, 2097152, 14573509
5, 4194304, 13512056
6, 64, 16928827
6, 1024, 16953904
6, 8192, 16972078
6, 32768, 16972199
6, 2097152, 12326820
6, 4194304, 11520742
7, 64, 16431914
7, 1024, 16525310
7, 8192, 16496131
7, 32768, 16487942
7, 2097152, 10096727
7, 4194304, 9567105
9, 64, 15678094
9, 1024, 15686177
9, 8192, 15724612
9, 32768, 15686066
9, 2097152, 8141658
9, 4194304, 7655912
10, 64, 15356390
10, 1024, 15382777
10, 8192, 15366840
10, 32768, 15366935
10, 2097152, 7110969
10, 4194304, 6730446
11, 64, 14992810
11, 1024, 14972598
11, 8192, 15035377
11, 32768, 15035442
11, 2097152, 6545420
11, 4194304, 6166216

runs/fix-mem-2d6af23
1, 4000, 22933699
30, 133, 2749749
4, 1000, 12942136
5, 800, 11377709
60, 66, 1432780
6, 666, 10063937
7, 571, 9027343
80, 50, 1084640

runs/shared-codestore-c28aa9e
1, 2048, 27570256
2, 2048, 27569618
240, 2048, 1417901
300, 2048, 1110368
30, 2048, 9487296
3, 2048, 27553348
4, 2048, 27148421
60, 2048, 5275505
7, 2048, 24906783
80, 2048, 4055625
90, 2048, 3632838

runs/imem-4288bc9
1, 2048, 27559768
200, 2048, 1660461
300, 2048, 1108096
30, 2048, 10430399
4, 2048, 27149050
5, 2048, 26413205
60, 2048, 5435785
6, 2048, 25724271
7, 2048, 24910310
80, 2048, 4114412
90, 2048, 3658137

runs/atomic-cb0c82e
1, 2048, 27554176
12, 2048, 17904516
16, 2048, 14989334
240, 2048, 3633293
24, 2048, 11219264
300, 2048, 3633246
30, 2048, 9472941
4, 2048, 27559471
45, 2048, 6804570
5, 2048, 27555499
60, 2048, 5276268
7, 2048, 23807451
75, 2048, 4304312
80, 2048, 4056218
8, 2048, 22685228
90, 2048, 3633064

runs/15744-8d67281
10, 1024, 20954514
1, 1024, 27570015
11, 1024, 19318893
12, 1024, 18358842
2, 1024, 27554591
3, 1024, 27559059
4, 1024, 26760321
5, 1024, 26067310
6, 1024, 25428039
7, 1024, 24783708
8, 1024, 24134861
9, 1024, 23032677

runs/15744-ground-truth-77e81cc
1, 10240, 22823310
1, 1024, 27557394
1, 1048576, 27552689
1, 131072, 27557979
1, 16384, 27574561
1, 20480, 22811254
1, 2048, 27554700
1, 2097152, 27558935
12, 10240, 6103491
12, 1024, 18346669
12, 1048576, 6468332
12, 131072, 11719958
12, 16384, 18377351
12, 20480, 6093126
12, 2048, 18399047
12, 2097152, 5910759
12, 245760, 6048699
12, 262144, 8633220
12, 3072, 6121197
12, 32768, 18344572
12, 4194304, 5565745
1, 1, 27546519
1, 245760, 22769600
12, 51200, 6077992
12, 524288, 7249898
1, 262144, 27552705
12, 65536, 17134759
12, 8192, 18400698
1, 3072, 22843264
1, 32768, 27559067
1, 4194304, 27558144
1, 51200, 22794826
1, 524288, 27557209
1, 65536, 27556674
1, 8192, 27552922
4, 10240, 13051487
4, 1024, 26760479
4, 1048576, 17972142
4, 131072, 26754960
4, 16384, 26760352
4, 20480, 13035815
4, 2048, 26725093
4, 2097152, 16427137
4, 245760, 12977397
4, 262144, 26725760
4, 3072, 13078580
4, 32768, 26725045
4, 4194304, 15384414
4, 51200, 13013214
4, 524288, 20778847
4, 65536, 26823498
4, 8192, 26724844
7, 10240, 9139543
7, 1024, 24783884
7, 1048576, 10907133
7, 131072, 21325376
7, 16384, 24789334
7, 20480, 9125941
7, 2048, 24727968
7, 2097152, 9957436
7, 245760, 9074668
7, 262144, 15003552
7, 3072, 9162595
7, 32768, 24727878
7, 4194304, 9403385
7, 51200, 9106276
7, 524288, 12370217
7, 65536, 24701832
1, 2, 27546198
7, 8192, 24740262
8, 10240, 8353810
8, 1024, 24134593
8, 1048576, 9740216
8, 131072, 18918742
8, 16384, 24134640
8, 20480, 8340701
8, 2048, 24136108
8, 2097152, 8884773
8, 245760, 8289849
8, 262144, 13547931
8, 3072, 8377971
8, 32768, 24134800
8, 4194304, 8390003
8, 51200, 8319921
8, 524288, 11082471
8, 65536, 24124053
8, 8192, 24134950
10, 10240, 7040157
10, 1024, 20946681
10, 1048576, 7614832
10, 131072, 14009640
10, 16384, 20980031
10, 20480, 7028682
10, 2048, 21066369
10, 2097152, 7020178
10, 245760, 6982718
10, 262144, 10104009
